"","Org_num","Alder","Engasjement","Utbrenthet","Overbelastning","Kynisme","Medarbeiderskap","Turnoverintensjon","Informasjonogforutsigbarhet","Medvirkning","Autonomi","Tilbakemelding","Investeringimedarbeiderutvikling","Ledelseskvalitet","Støttefrakolleger","Klarhetimål","Interntsamarbeid","Arbeidspress","Kjønn","Barn_num","Eng1","Eng2","Eng3","Eng4","Eng5","Eng6","Medarb1","Medarb2","Medarb3","Medarb4","Overb1","Overb2","Overb3","Overb4","Kyn1","Kyn2","Kyn3","Turn1","Turn2","Turn3","Info1","Info2","Medv1","Medv2","Medv3","Auto1","Auto2","Auto3","Tilbm1","Tilbm2","Tilbm3","Inv1","Inv2","Inv3","LK1","LK2","LK3","LK4","LK5","Stk1","Stk2","Stk3","Stk4","Stk5","Stk6","Stk7","Kmål1","Kmål2","Kmål3","Ints1","Ints2","Ints3","Ints4","Ints5","Arbp1","Arbp2","Arbp3"
"75",2,26,4.167,2.42857142857143,3,1.66666666666667,3.5,1,4,3,3,4,5,4.8,4.286,3.667,4.2,3.333,2,2,4,4,4,4,5,4,4,3,4,3,4,3,3,2,2,2,1,1,1,1,4,4,4,2,3,3,3,3,4,4,4,5,5,5,4,5,5,5,5,4,4,4,5,5,4,4,3,4,4,5,4,4,4,4,3,4,3
"76",2,26,4.167,1.57142857142857,2,1,3.75,1,3.5,3.667,4.333,2,2,3,3.571,4,3.8,1.667,1,1,4,4,4,4,5,4,3,4,5,3,1,3,3,1,1,1,1,1,1,1,4,3,4,3,4,4,4,5,2,2,2,2,2,2,3,3,3,3,3,5,4,2,3,4,4,3,4,3,5,4,3,3,5,4,2,2,1
"77",2,26,4.5,1.85714285714286,1.75,2,4.5,1.333,4,4,4.667,3,3,4.6,4.571,4,4,2.667,1,2,4,5,5,4,5,4,4,5,4,5,1,2,2,2,2,2,2,1,1,2,4,4,4,4,4,5,5,4,3,3,3,3,3,3,5,5,5,4,4,5,5,4,5,4,5,4,4,4,4,4,4,4,4,4,3,3,2
"78",2,26,4.667,1.42857142857143,1.75,1,5,1.667,5,5,5,5,4,5,4.857,3.333,4.8,2.333,2,2,4,5,5,5,5,4,5,5,5,5,1,1,1,4,1,1,1,1,2,2,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,5,5,5,4,5,5,3,3,4,4,5,5,5,5,1,5,1
"79",2,26,4.667,1.71428571428571,2,1.33333333333333,3.25,1,3.5,4,4,3,5,4.4,4.857,3,4.2,2.667,2,2,4,5,5,5,5,4,3,3,4,3,2,1,1,4,1,1,2,1,1,1,3,4,4,4,4,4,4,4,4,2,3,5,5,5,5,5,4,4,4,5,5,4,5,5,5,5,4,2,3,5,4,4,4,4,4,2,2
"80",2,26,4.333,2.42857142857143,2.25,2.66666666666667,4.25,4.667,1.5,2.333,4.333,2.667,1.333,4,4,3.333,3.2,2,2,2,5,4,4,4,5,4,5,5,3,4,2,2,2,3,3,2,3,5,4,5,2,1,2,2,3,4,4,5,4,2,2,1,2,1,4,4,3,5,4,4,5,4,4,4,4,3,3,3,4,4,2,3,4,3,2,2,2
"81",2,26,4.667,2,2,2,5,1,3,4,4,3.667,3,4.6,4.857,5,5,2.667,2,2,5,5,4,5,5,4,5,5,5,5,2,2,2,2,2,2,2,1,1,1,3,3,4,4,4,4,4,4,4,4,3,3,3,3,4,5,4,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,3,4,1
"82",2,26,5,1,1,1,5,1,5,5,5,5,4,4.8,5,5,4.8,1,1,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,1,1,1
"83",2,26,5,1.85714285714286,2.5,1,4.75,1,4,4,5,4,4,4,4.714,3.333,4.6,3.333,2,2,5,5,5,5,5,5,5,4,5,5,3,3,2,2,1,1,1,1,1,1,4,4,4,4,4,5,5,5,4,4,4,4,4,4,4,4,4,4,4,5,5,4,5,5,5,4,3,3,4,4,4,5,5,5,3,4,3
"84",2,27,3.5,2.85714285714286,3.75,1.66666666666667,4.75,1.333,4,3,2,2,3,4,1.857,2.667,3.2,2,2,2,2,5,4,2,4,4,5,5,5,4,2,4,4,5,2,2,1,2,1,1,4,4,3,3,3,2,2,2,2,2,2,3,3,3,4,5,3,4,4,2,2,2,2,2,1,2,2,3,3,4,3,3,3,3,2,2,2
"85",2,27,3.167,4.42857142857143,4,5,3.75,5,4.5,4,3.333,4.333,2,3,3,3.667,3,3,2,2,3,3,3,3,4,3,3,4,4,4,4,4,5,3,5,5,5,5,5,5,4,5,4,4,4,3,4,3,4,5,4,2,2,2,4,3,4,3,1,4,2,3,4,2,2,4,4,3,4,2,4,3,3,3,3,3,3
"86",2,27,3.167,2.28571428571429,3.25,1,4.25,2.667,2.5,3.333,4,3,4.333,3.6,3,2,3.4,4,2,2,3,4,4,3,4,1,5,5,4,3,4,1,4,4,1,1,1,4,2,2,4,1,4,2,4,4,4,4,5,2,2,4,4,5,5,4,5,2,2,4,4,2,2,4,3,2,1,1,4,4,3,4,3,3,4,4,4
"87",2,27,3.333,2.42857142857143,2.5,2.33333333333333,4,3.333,2,2,4,2,2,3,5,5,4.2,3.333,2,2,3,4,3,3,4,3,4,4,4,4,2,2,4,2,2,3,2,4,2,4,2,2,2,2,2,4,4,4,2,2,2,2,2,2,2,2,3,4,4,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,3,4,3
"88",1,27,3.833,1.28571428571429,1.5,1,3.75,1,5,3,5,4.333,3,5,4.429,3,3.2,2.333,2,2,3,4,4,5,4,3,4,4,4,3,1,1,1,3,1,1,1,1,1,1,5,5,4,3,2,5,5,5,5,4,4,3,3,3,5,5,5,5,5,5,4,4,5,4,5,4,3,3,3,4,3,3,3,3,2,3,2
"89",2,27,3.167,2.42857142857143,2,3,4.5,3.667,3,2.667,3.333,4,2.667,4.2,3.429,2.667,2.8,3,2,2,4,4,2,4,3,2,4,4,5,5,2,2,1,3,4,3,2,4,3,4,2,4,3,2,3,4,4,2,4,4,4,3,3,2,4,4,5,4,4,4,4,3,4,2,4,3,2,3,3,2,2,3,4,3,3,3,3
"90",1,27,3.5,3.14285714285714,4,2,4.25,1,1,2.333,3.333,4.667,1,4.4,4.714,1,1.6,4.667,2,2,4,4,4,3,4,2,2,5,5,5,4,4,4,4,2,2,2,1,1,1,1,1,3,2,2,3,4,3,5,4,5,1,1,1,5,5,4,4,4,5,5,5,5,4,5,4,1,1,1,1,2,2,2,1,4,5,5
"91",2,27,3.833,2.57142857142857,2.25,3,4.5,1.667,2,4.333,3,2.333,4,4.4,4.143,4,4.2,2,1,2,4,4,4,4,4,3,4,5,5,4,3,1,3,2,3,2,4,3,1,1,2,2,4,4,5,3,3,3,3,2,2,4,4,4,4,5,3,5,5,4,4,4,5,4,4,4,4,4,4,5,4,4,4,4,2,2,2
"92",2,27,3.833,2.71428571428571,3,2.33333333333333,4,2,3,2.667,4,3.333,3.667,4,3.571,4,4,3,NA,NA,4,4,4,3,4,4,4,4,4,4,3,3,3,3,3,3,1,2,2,2,2,4,3,2,3,4,4,4,3,4,3,3,4,4,4,4,4,4,4,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3
"93",2,27,3.833,3.14285714285714,4,2,4,4.333,2.5,1,2,1,2.667,2.4,5,5,4.2,3.667,2,2,4,4,4,4,4,3,4,4,4,4,4,4,4,4,2,2,2,4,5,4,1,4,1,1,1,2,2,2,1,1,1,2,3,3,3,2,5,1,1,5,5,5,5,5,5,5,5,5,5,4,4,4,5,4,4,4,3
"94",2,27,4,1.14285714285714,1.25,1,3.25,1.333,4,4.333,4,2.667,4,4.8,4.571,3.667,4.2,2.667,1,2,4,4,4,4,5,3,3,3,3,4,1,1,1,2,1,1,1,1,1,2,4,4,4,4,5,4,4,4,3,3,2,4,4,4,4,5,5,5,5,4,5,4,5,4,5,5,4,3,4,5,4,4,4,4,2,3,3
"95",2,27,4,4.71428571428571,4.5,5,5,5,3.5,4.333,5,5,2.333,5,5,2,1.6,2,1,1,4,4,5,2,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,2,5,5,4,4,5,5,5,5,5,5,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,2,2,2,1,2,2,2,1,2,2,2
"96",2,27,4,3,3.75,2,4.5,2,4,2,4,4,4,4,4,4,3.6,4,1,2,4,4,4,4,4,4,4,4,5,5,4,4,3,4,2,2,2,2,2,2,4,4,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4
"97",2,27,4.167,2.57142857142857,3.75,1,4.5,1,4,3,2,3,2.667,5,3.286,5,4.6,3,2,2,4,4,5,4,4,4,5,5,4,4,4,4,3,4,1,1,1,1,1,1,4,4,3,3,3,2,2,2,3,3,3,2,3,3,5,5,5,5,5,3,4,3,3,2,3,5,5,5,5,5,5,5,3,5,4,3,2
"98",2,27,4.5,1.71428571428571,2,1.33333333333333,4.5,1,3,4,4,4,4,3.8,4.286,4,4.2,1.667,2,2,4,5,4,5,5,4,5,5,5,3,2,2,2,2,1,1,2,1,1,1,3,3,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,4,4,4,5,4,4,4,5,4,4,4,4,5,3,5,4,4,2,2,1
"99",1,27,4.667,1.14285714285714,1.25,1,4,1,5,3.333,5,5,5,5,5,5,5,1,1,2,4,5,5,5,5,4,5,2,5,4,1,1,1,2,1,1,1,1,1,1,5,5,5,4,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1
"100",1,27,4.667,1,1,1,3,1,3,3.333,3.667,3.667,4.333,3.8,5,3.333,4,2,2,2,4,5,5,5,5,4,4,3,3,2,1,1,1,1,1,1,1,1,1,1,2,4,4,3,3,4,4,3,4,4,3,5,4,4,4,4,3,4,4,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,2,2,2
"101",1,27,4.667,1.57142857142857,2,1,5,1,2,3.667,3.667,3,4.333,4.2,4,4,3.4,1.667,2,2,4,5,5,5,5,4,5,5,5,5,2,2,2,2,1,1,1,1,1,1,2,2,4,4,3,4,4,3,3,3,3,5,4,4,4,4,5,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,3,2,2,1
"102",2,27,4.667,1.71428571428571,2,1.33333333333333,3.5,1,4,3.333,4.667,3.667,4.667,5,4.143,4,3.6,3.667,2,2,4,5,5,5,5,4,4,3,4,3,2,2,2,2,1,1,2,1,1,1,4,4,4,3,3,5,5,4,3,4,4,5,5,4,5,5,5,5,5,4,5,4,4,4,5,3,4,4,4,4,3,4,3,4,4,4,3
"103",2,27,5,2,2.75,1,4.25,2.333,3.5,4.333,5,5,3,4.6,4.429,4,5,3.667,1,2,5,5,5,5,5,5,4,5,4,4,2,3,3,3,1,1,1,1,3,3,4,3,5,3,5,5,5,5,5,5,5,3,3,3,5,3,5,5,5,5,5,3,5,5,3,5,5,3,4,5,5,5,5,5,4,4,3
"104",2,28,1.833,2.85714285714286,3,2.66666666666667,3,1,4,3.667,3.667,2.667,4.333,3.2,3.429,3,4.4,4,1,2,2,2,2,2,2,1,2,4,4,2,4,2,2,4,1,2,5,1,1,1,4,4,4,4,3,5,4,2,2,2,4,5,4,4,3,4,3,3,3,3,2,5,4,2,4,4,4,1,4,4,4,5,5,4,4,4,4
"105",2,28,2,4.28571428571429,4,4.66666666666667,4,3.667,1.5,1.667,2.667,1.667,1.333,3.6,4.714,2.667,4,4,1,2,2,2,2,1,3,2,3,5,4,4,4,3,4,5,5,4,5,4,4,3,2,1,2,2,1,3,4,1,2,1,2,2,1,1,4,5,2,3,4,5,5,5,5,5,4,4,3,2,3,4,3,5,4,4,4,4,4
"106",2,28,3,3.85714285714286,4.25,3.33333333333333,3.25,3,3.5,2.667,2,3,2.667,3,2.857,2.667,3,3.667,2,1,3,3,3,3,4,2,4,3,3,3,5,4,4,4,3,4,3,3,3,3,3,4,2,3,3,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,3,3,4,4,3
"107",2,28,3.167,2.42857142857143,2.25,2.66666666666667,4,4.667,4,4,4,4,3.333,5,5,4,3.8,3.333,2,2,3,4,3,4,3,2,4,4,4,4,2,2,2,3,3,2,3,4,5,5,4,4,4,4,4,4,4,4,4,4,4,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,4,4,3,4,4,3,4,3
"108",2,28,3.167,3.28571428571429,3.5,3,4,1,3.5,3.667,4.333,4,4,4.2,4.571,3.667,3.4,1,2,2,3,4,3,4,3,2,4,4,4,4,3,3,3,5,3,3,3,1,1,1,3,4,4,3,4,5,3,5,5,4,3,5,4,3,4,5,4,4,4,4,4,5,5,5,5,4,3,3,5,5,3,3,3,3,1,1,1
"109",2,28,3.667,3.28571428571429,3,3.66666666666667,5,4,1.5,2.333,4,4.333,1.333,4.2,4.143,1.667,3.2,4,1,2,3,5,2,3,5,4,5,5,5,5,4,2,2,4,2,4,5,5,4,3,2,1,4,1,2,4,4,4,5,4,4,1,1,2,3,5,4,4,5,4,2,4,5,5,5,4,1,1,3,4,1,5,3,3,4,4,4
"110",2,28,3.833,3.57142857142857,4,3,4.75,1,4,4.667,4,3.667,4.333,4.6,4.429,4,3.6,4,1,2,3,4,5,4,5,2,4,5,5,5,4,4,4,4,3,2,4,1,1,1,4,4,5,4,5,4,4,4,4,4,3,5,4,4,5,5,4,4,5,5,4,4,5,4,4,5,4,4,4,4,2,4,4,4,3,4,5
"111",2,28,3.833,2.14285714285714,2.25,2,4,2,3.5,4,4,3.333,2.667,4.6,4.143,4,3.2,4,2,2,3,4,4,4,4,4,4,4,4,4,2,2,2,3,2,2,2,2,2,2,4,3,4,4,4,4,4,4,4,3,3,3,3,2,5,4,5,4,5,5,4,4,4,4,4,4,4,4,4,3,3,2,4,4,4,4,4
"112",2,28,3.167,2.85714285714286,2,4,4,1.333,4,2,1.667,1.667,4,4,5,2,3.8,2,2,2,4,2,2,5,4,2,4,4,5,3,2,2,2,2,4,4,4,2,1,1,4,4,2,2,2,2,2,1,2,2,1,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,2,2,2,5,2,4,4,4,2,2,2
"113",2,28,3.5,3,2.5,3.66666666666667,4.75,1.667,3.5,3.667,4,4,4.333,4,3.714,4,3.2,3.667,2,2,4,4,4,3,4,2,5,5,4,5,3,2,2,3,4,4,3,2,1,2,3,4,4,3,4,4,4,4,4,4,4,5,4,4,5,4,3,4,4,4,4,4,3,4,4,3,4,4,4,4,2,3,3,4,4,3,4
"114",2,28,3.5,3.28571428571429,3.5,3,4,2,1,1,3.667,2,1,2.2,2.429,2,3.4,4.667,NA,NA,4,2,3,4,5,3,5,5,2,4,4,2,4,4,1,4,4,2,2,2,1,1,1,1,1,4,3,4,2,2,2,1,1,1,3,2,2,3,1,5,2,2,3,1,3,1,2,2,2,2,1,5,4,5,5,4,5
"115",2,28,3.667,3.85714285714286,3.75,4,4.25,3,1.5,1.667,3.333,2,3.333,2.6,3,2,3.6,2.333,2,2,4,4,3,4,3,4,4,5,4,4,4,3,4,4,4,4,4,3,3,3,1,2,1,2,2,4,2,4,2,2,2,3,4,3,2,3,3,2,3,4,3,4,4,1,4,1,2,2,2,4,3,4,4,3,2,2,3
"116",2,28,3.833,3.14285714285714,4,2,3.75,1,1.5,2,4,4,3,5,4.286,3.333,4,3.667,2,2,4,4,4,4,4,3,4,4,4,3,4,4,4,4,2,2,2,1,1,1,1,2,2,2,2,4,4,4,4,4,4,4,3,2,5,5,5,5,5,4,4,4,4,5,5,4,3,3,4,4,4,4,4,4,4,4,3
"117",2,28,3.833,2,2,2,5,5,3,4,3,2,1,4,4.286,2,3.4,4,2,2,4,4,4,4,4,3,5,5,5,5,2,2,2,2,2,2,2,5,5,5,2,4,4,4,4,3,3,3,2,2,2,1,1,1,4,4,3,4,5,5,4,4,5,4,4,4,2,2,2,3,3,4,4,3,4,4,4
"118",2,28,4,2,2,2,4,2,5,3.667,3.333,3,3,5,4.429,3.333,3.4,3,1,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,4,5,5,4,4,3,3,3,4,3,3,3,3,3,3,5,5,5,5,5,5,5,4,4,5,4,4,4,3,3,4,3,3,4,3,3,3,3
"119",2,28,4,1.85714285714286,2,1.66666666666667,3.75,3.333,4,4,4.667,4,2,3.6,4,2,3,2,2,2,4,4,4,4,5,3,3,4,5,3,2,2,2,2,1,1,3,3,3,4,4,4,4,4,4,4,5,5,4,4,4,2,2,2,4,4,2,4,4,4,4,4,4,4,4,4,2,2,2,4,2,3,3,3,2,2,2
"120",2,28,4.167,2.28571428571429,2.25,2.33333333333333,4.25,1.333,4.5,5,5,3.333,3.333,5,4.429,4.333,4.4,3.333,2,2,4,4,4,4,5,4,5,4,4,4,2,2,2,3,3,2,2,2,1,1,5,4,5,5,5,5,5,5,4,2,4,4,3,3,5,5,5,5,5,5,5,4,4,4,5,4,4,4,5,5,4,5,4,4,3,4,3
"121",2,28,4.167,2.57142857142857,2.5,2.66666666666667,4,3,3,4,4,4,2.333,4.2,5,4,4,4.333,1,2,4,4,4,4,5,4,2,5,5,4,2,1,3,4,3,3,2,3,3,3,2,4,4,4,4,4,4,4,4,4,4,2,3,2,4,5,4,4,4,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,5,4
"122",2,28,4.167,2.42857142857143,3.5,1,4.25,1,2,4,4,2.667,4.667,3.8,4.571,3.667,3.2,4,2,2,4,4,4,4,5,4,4,4,4,5,4,4,4,2,1,1,1,1,1,1,2,2,4,4,4,4,4,4,3,3,2,5,5,4,4,4,4,4,3,5,5,4,5,4,4,5,4,3,4,4,3,1,4,4,4,4,4
"123",2,28,4.333,2.71428571428571,3.25,2,4.5,1,3.5,3.333,2,3.667,5,4.8,4.571,3.667,4.6,4.333,2,2,4,5,5,4,4,4,4,4,5,5,4,3,2,4,2,2,2,1,1,1,3,4,4,3,3,2,2,2,4,3,4,5,5,5,5,5,4,5,5,4,4,4,5,5,5,5,4,3,4,5,4,5,5,4,5,4,4
"124",2,28,4.333,1.42857142857143,1.75,1,4,1,4,4.667,3.667,3.333,2.333,4.2,4.857,4,4,1.667,2,1,4,5,4,4,5,4,5,4,4,3,2,2,1,2,1,1,1,1,1,1,4,4,4,5,5,4,3,4,4,3,3,2,3,2,4,4,3,5,5,4,5,5,5,5,5,5,4,4,4,4,5,5,2,4,2,2,1
"125",2,28,4.333,2.28571428571429,2.75,1.66666666666667,3.5,1,3.5,3,2.667,2.667,4.333,3.8,4.857,3,4.4,2.333,1,2,4,5,4,5,5,3,4,4,4,2,3,2,2,4,1,1,3,1,1,1,3,4,3,3,3,2,2,4,2,3,3,5,4,4,4,5,2,4,4,5,5,5,5,5,5,4,3,2,4,5,4,4,4,5,2,3,2
"126",2,28,4.333,2.57142857142857,2.5,2.66666666666667,4.5,1.333,2.5,2.333,4,1.333,4.667,4,2.571,3.667,3.6,3.333,2,2,4,4,4,5,5,4,5,5,5,3,2,1,3,4,2,2,4,2,1,1,2,3,2,2,3,4,4,4,1,1,2,5,5,4,3,4,5,4,4,2,2,2,4,4,3,1,4,3,4,5,4,2,4,3,3,3,4
"127",2,28,4.5,1.57142857142857,2,1,4,3.667,3,4.333,4,4.667,4.667,4.2,4.571,4,4.6,2.333,2,2,4,5,5,5,4,4,4,4,4,4,2,1,2,3,1,1,1,1,5,5,2,4,4,4,5,4,4,4,5,5,4,5,4,5,4,4,5,4,4,5,5,4,5,5,4,4,4,4,4,5,5,4,5,4,2,3,2
"128",2,28,4.5,1.28571428571429,1.5,1,3.75,3.667,4,4,4,4,4.333,4.2,4.714,4.333,4.2,3,NA,NA,4,4,5,5,5,4,4,3,4,4,2,1,1,2,1,1,1,1,5,5,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,4,5,5,5,4,4,5,5,5,5,5,4,4,5,4,4,4,4,5,4,3,2
"129",2,28,4.5,2.14285714285714,2.25,2,3.75,1,2,3,4,3.333,4,3.2,5,3.333,3.8,4,2,2,4,5,5,4,5,4,4,4,4,3,3,1,1,4,2,1,3,1,1,1,2,2,3,3,3,4,4,4,3,4,3,4,4,4,3,4,3,3,3,5,5,5,5,5,5,5,4,3,3,4,4,1,5,5,5,4,3
"130",2,28,4.5,1.71428571428571,1.75,1.66666666666667,4.25,1.333,3,2,2,2.667,4,3.2,3.571,3.333,3.4,4,2,2,4,5,4,5,4,5,4,4,4,5,2,1,2,2,1,1,3,2,1,1,3,3,2,2,2,2,2,2,3,3,2,4,4,4,3,4,2,3,4,4,4,3,4,3,4,3,3,3,4,4,4,3,3,3,5,4,3
"131",2,28,4.667,2,2.5,1.33333333333333,5,2.333,3.5,4.667,4.333,3.667,4,4.4,4.286,3.667,4.4,3.667,2,2,4,5,5,5,5,4,5,5,5,5,3,2,2,3,1,1,2,1,3,3,3,4,5,4,5,5,4,4,4,3,4,4,4,4,4,5,5,4,4,5,5,5,4,4,4,3,4,3,4,4,5,4,5,4,3,4,4
"132",2,28,4.333,2.28571428571429,2.75,1.66666666666667,4,1.667,5,4.667,5,5,4.667,4.4,4.857,3.667,3.6,3.333,2,2,5,5,4,4,4,4,4,4,4,4,3,3,3,2,1,2,2,1,1,3,5,5,5,5,4,5,5,5,5,5,5,4,5,5,4,5,3,5,5,4,5,5,5,5,5,5,4,4,3,5,2,4,3,4,4,3,3
"133",2,28,4.333,1.85714285714286,2.25,1.33333333333333,4.75,1,4,4,3,3.667,3.667,4.8,5,4.667,4.4,3.333,1,2,5,4,4,4,4,5,5,5,5,4,3,2,2,2,1,2,1,1,1,1,4,4,4,4,4,4,3,2,4,4,3,4,4,3,5,5,4,5,5,5,5,5,5,5,5,5,5,5,4,5,5,4,4,4,3,4,3
"134",2,28,4.333,2,2,2,5,1,4.5,4.333,3.667,4,2.333,4,3.857,4,3.8,2,2,2,5,5,4,4,4,4,5,5,5,5,2,2,2,2,2,2,2,1,1,1,5,4,5,4,4,4,4,3,4,4,4,1,3,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,2,2,2
"135",2,28,4.333,1,1,1,4,1,5,3,3.333,3,1,5,4,3,3,2.667,1,2,5,5,5,5,5,1,3,3,5,5,1,1,1,1,1,1,1,1,1,1,5,5,3,3,3,3,3,4,3,3,3,1,1,1,5,5,5,5,5,4,4,4,4,4,4,4,3,3,3,3,3,2,3,4,3,3,2
"136",2,28,4.667,1.71428571428571,1.75,1.66666666666667,4.5,1,4.5,4,4,5,4.333,4.6,4.714,3.333,3.8,3.333,2,2,5,5,5,4,5,4,4,5,4,5,2,2,1,2,1,1,3,1,1,1,4,5,5,3,4,4,4,4,5,5,5,4,4,5,5,5,5,4,4,5,5,4,5,5,5,4,3,3,4,4,4,4,4,3,1,5,4
"137",2,28,4.667,1.42857142857143,1.25,1.66666666666667,4.25,1,3.5,4.333,2.333,3.333,5,5,4.857,3,3.8,3.333,2,2,5,5,5,5,4,4,4,5,4,4,1,1,1,2,1,1,3,1,1,1,3,4,4,4,5,3,2,2,3,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,4,3,4,4,4,2,4,4
"138",2,28,4.833,1,1,1,4.25,1,5,5,5,4.333,4.667,5,5,4.333,4,1.333,1,2,5,5,5,5,5,4,4,4,5,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,4,4,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,3,5,5,2,1,2,1
"139",2,28,4.833,2.42857142857143,3,1.66666666666667,5,1,3,3,3.333,3.667,4,3.4,4.857,3,3.6,3.667,2,2,5,5,5,5,5,4,5,5,5,5,3,2,3,4,2,2,1,1,1,1,3,3,4,2,3,4,3,3,4,3,4,4,4,4,4,4,3,3,3,5,5,5,5,5,5,4,3,3,3,4,3,2,4,5,4,4,3
"140",2,28,5,1,1,1,5,1,5,3.667,5,5,5,5,5,5,5,1,1,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1
"141",2,28,5,1.85714285714286,2.5,1,4.25,1,4,4.333,3,4,5,4,4.429,4.333,4,3.333,2,2,5,5,5,5,5,5,4,4,4,5,2,3,1,4,1,1,1,1,1,1,4,4,5,4,4,3,3,3,4,4,4,5,5,5,4,4,4,4,4,5,5,4,5,4,4,4,5,4,4,4,4,4,4,4,4,4,2
"142",2,28,5,1.42857142857143,1.75,1,4.25,1,3,4,4.333,3,4.333,4.6,4.857,2.667,4,4.667,2,2,5,5,5,5,5,5,4,4,5,4,1,2,1,3,1,1,1,1,1,1,2,4,4,4,4,4,4,5,3,3,3,5,4,4,5,5,5,4,4,5,5,5,5,5,5,4,2,2,4,5,4,2,5,4,4,5,5
"143",2,28,5,2.28571428571429,3.25,1,3.75,1,4,3.667,3.333,3.333,2,4,4.571,4,3.6,3.667,1,2,5,5,5,5,5,5,4,4,4,3,4,3,2,4,1,1,1,1,1,1,4,4,4,3,4,3,4,3,3,3,4,2,2,2,5,4,3,4,4,4,5,5,4,5,5,4,4,4,4,4,3,4,4,3,4,4,3
"144",2,29,3.833,2.71428571428571,3,2.33333333333333,3.75,1,4,4,5,2.667,3,3.8,3.857,4,4,3,2,2,3,4,4,4,5,3,4,3,4,4,2,3,4,3,3,2,2,1,1,1,4,4,4,4,4,5,5,5,3,3,2,3,3,3,4,4,4,3,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,3,3,3
"145",2,29,3.833,2.57142857142857,3,2,5,1.667,3.5,1,3.333,3,3,3.6,3.429,3,3,2,1,2,3,4,4,4,4,4,5,5,5,5,3,3,3,3,2,2,2,2,1,2,3,4,1,1,1,4,3,3,3,3,3,3,3,3,4,4,3,3,4,2,2,4,4,4,4,4,3,3,3,3,3,3,3,3,2,2,2
"146",1,29,3.167,2.71428571428571,1.75,4,5,4.333,2,2,2.667,2,2.333,3.8,4.714,3,3,2,2,2,4,3,3,3,4,2,5,5,5,5,2,1,2,2,4,4,4,4,4,5,2,2,2,2,2,3,3,2,2,2,2,2,2,3,3,5,3,4,4,5,5,5,5,4,5,4,2,3,4,5,2,2,3,3,2,2,2
"147",1,29,3.5,2.28571428571429,2,2.66666666666667,5,4.333,1.5,1.333,1,4,2.333,3.6,5,4,3.4,1,2,2,4,3,2,4,5,3,5,5,5,5,1,1,4,2,2,4,2,5,3,5,1,2,1,1,2,1,1,1,4,4,4,2,1,4,4,4,2,4,4,5,5,5,5,5,5,5,4,4,4,5,1,5,4,2,1,1,1
"148",2,29,3.667,2.57142857142857,2,3.33333333333333,3.75,4.667,3.5,3.333,4.667,3,4.667,3.8,4.429,2,4,2,2,2,4,4,3,4,4,3,4,4,4,3,2,2,2,2,4,3,3,4,5,5,3,4,3,3,4,5,5,4,3,3,3,5,4,5,3,4,4,4,4,4,5,3,5,5,4,5,2,2,2,5,4,4,4,3,2,2,2
"149",2,29,3.667,3.85714285714286,4.5,3,3.5,2.333,1.5,2.333,3,4,3,3.8,2.143,3.667,2.4,3.333,1,2,4,4,3,3,4,4,3,4,3,4,4,5,5,4,3,3,3,2,2,3,1,2,2,3,2,3,3,3,4,4,4,4,3,2,4,4,3,4,4,2,2,2,3,2,2,2,4,3,4,2,2,2,3,3,4,3,3
