"","Org_num","Alder","Engasjement","Utbrenthet","Overbelastning","Kynisme","Medarbeiderskap","Turnoverintensjon","Informasjonogforutsigbarhet","Medvirkning","Autonomi","Tilbakemelding","Investeringimedarbeiderutvikling","Ledelseskvalitet","Støttefrakolleger","Klarhetimål","Interntsamarbeid","Arbeidspress","Kjønn","Barn_num","Eng1","Eng2","Eng3","Eng4","Eng5","Eng6","Medarb1","Medarb2","Medarb3","Medarb4","Overb1","Overb2","Overb3","Overb4","Kyn1","Kyn2","Kyn3","Turn1","Turn2","Turn3","Info1","Info2","Medv1","Medv2","Medv3","Auto1","Auto2","Auto3","Tilbm1","Tilbm2","Tilbm3","Inv1","Inv2","Inv3","LK1","LK2","LK3","LK4","LK5","Stk1","Stk2","Stk3","Stk4","Stk5","Stk6","Stk7","Kmål1","Kmål2","Kmål3","Ints1","Ints2","Ints3","Ints4","Ints5","Arbp1","Arbp2","Arbp3"
"1148",2,46,3.5,1.85714285714286,2,1.66666666666667,3.75,1.333,3.5,4,4,3,3.667,3.8,4,3,4.2,3.333,1,2,4,4,3,3,4,3,4,3,4,4,2,2,2,2,1,2,2,2,1,1,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,3,4,4,4,4,4,4,4,4,4,3,2,4,5,4,4,4,4,3,4,3
"1149",2,46,3.5,2.42857142857143,2,3,3.75,2.333,3.5,2.667,4,4,3.333,3,3.714,3.333,3.4,3,2,2,4,3,4,4,4,2,4,3,4,4,2,2,2,2,3,4,2,3,2,2,3,4,3,2,3,4,4,4,4,4,4,3,3,4,3,3,3,3,3,4,4,4,4,3,4,3,3,3,4,4,4,3,3,3,3,3,3
"1150",2,46,3.5,3.28571428571429,3,3.66666666666667,4.25,2.333,2.5,2.333,2.333,3.333,2.333,4,3.429,4,3.6,3,1,1,4,4,3,3,4,3,4,4,4,5,3,2,3,4,4,3,4,3,2,2,2,3,4,2,1,2,3,2,4,3,3,2,2,3,3,5,4,4,4,2,4,4,4,3,4,3,4,4,4,4,4,3,4,3,3,3,3
"1151",2,46,3.667,2,2,2,5,1,4,5,3,4.667,3,4,5,2.333,4.6,3.667,1,2,4,4,3,3,4,4,5,5,5,5,2,2,2,2,2,2,2,1,1,1,4,4,5,5,5,3,3,3,4,5,5,4,3,2,4,4,4,4,4,5,5,5,5,5,5,5,2,2,3,4,5,5,5,4,3,4,4
"1152",2,46,3.667,3.71428571428571,3.75,3.66666666666667,5,3.667,4.5,4,4.667,3,3.667,2,4.286,3.333,3.8,4,2,1,4,4,4,4,3,3,5,5,5,5,4,3,4,4,5,4,2,3,5,3,4,5,4,4,4,5,4,5,3,3,3,3,4,4,1,2,3,2,2,5,4,4,5,4,5,3,4,3,3,4,4,3,4,4,3,5,4
"1153",2,46,3.667,2,2,2,3.75,2,3.5,3,3.667,4,3,4,3,4,3.4,3,2,2,4,4,3,3,4,4,3,4,4,4,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,4,4,3,4,4,4,3,3,3,4,4,4,4,4,3,3,3,3,3,3,3,4,4,4,4,3,3,3,4,3,3,3
"1154",2,46,3.667,2.42857142857143,2,3,4,1,3,3.667,4,2.667,4,3.2,2.714,2,3.6,2,2,1,4,4,3,3,4,4,4,4,5,3,2,2,2,2,3,3,3,1,1,1,3,3,4,3,4,4,4,4,3,3,2,4,4,4,2,4,4,3,3,2,2,3,4,3,3,2,2,2,2,4,4,3,3,4,2,2,2
"1155",2,46,3.667,2.71428571428571,2.5,3,4.25,4,3,2.333,3.333,4,1.667,3.4,4.571,2.667,3.4,3.333,2,2,4,3,3,4,5,3,4,4,4,5,3,2,2,3,3,3,3,4,4,4,2,4,2,3,2,4,2,4,4,4,4,1,2,2,2,5,4,4,2,5,5,4,5,5,5,3,4,2,2,2,4,3,5,3,4,3,3
"1156",2,46,3.833,3.85714285714286,5,2.33333333333333,5,1.333,3.5,5,4.667,4.333,4,5,5,3.333,4.2,5,2,2,4,5,4,3,3,4,5,5,5,5,5,5,5,5,3,3,1,2,1,1,3,4,5,5,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,5,3,4,5,5,5,5
"1157",2,46,3.833,2.57142857142857,3,2,3.75,2,4,4,5,4,2.667,5,4.143,3,4.6,3,2,1,4,4,4,4,4,3,3,3,4,5,3,2,3,4,2,2,2,2,2,2,4,4,4,4,4,5,5,5,4,4,4,3,2,3,5,5,5,5,5,4,5,4,5,4,4,3,3,3,3,5,5,4,5,4,3,3,3
"1158",2,46,3.833,2.14285714285714,1,3.66666666666667,4,1.667,4,4.333,5,3.333,3.333,3.4,4.571,3.333,3.8,1,2,2,4,4,3,5,4,3,4,4,4,4,1,1,1,1,4,4,3,3,1,1,4,4,4,4,5,5,5,5,4,3,3,3,3,4,3,4,3,4,3,5,5,4,5,4,5,4,3,3,4,4,3,4,4,4,1,1,1
"1159",2,46,3.833,2.57142857142857,3,2,4.25,3,4,4,4,3.667,4,3.4,3.571,4,4,2.667,2,1,4,4,3,4,4,4,5,4,4,4,3,3,2,4,2,2,2,2,4,3,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,3,4,3,3,4,2,4,4,4,4,3,4,4,4,5,3,4,4,4,2,4,2
"1160",2,46,3.833,2,2,2,4.5,1.667,3.5,4,4,3,3.667,4,4.429,4,4,3,1,2,4,4,4,4,4,3,4,5,5,4,2,2,2,2,2,2,2,2,2,1,3,4,4,4,4,4,4,4,3,3,3,4,3,4,4,4,4,4,4,5,5,4,5,4,4,4,4,4,4,4,4,4,4,4,3,3,3
"1161",2,46,3.833,2.57142857142857,3,2,4.25,1.333,4,4,4,4,4,4.4,3.286,3.333,3,3,1,2,4,4,4,4,4,3,4,5,4,4,4,3,3,2,2,2,2,2,1,1,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,4,4,5,3,2,4,3,3,4,4,4,3,3,4,2,3,3,3,4,3,2
"1162",2,46,3.833,2,2,2,4,2.333,2.5,3.667,4,2,2.667,4,4.714,4,3.4,2.333,2,1,4,4,3,4,5,3,3,4,4,5,2,2,2,2,2,2,2,2,3,2,3,2,4,4,3,4,4,4,2,2,2,3,2,3,4,4,4,4,4,5,5,4,5,5,5,4,4,4,4,4,4,2,4,3,2,3,2
"1163",2,46,3.833,2.71428571428571,3,2.33333333333333,3.25,1,2.5,3.667,3.667,3,2.667,3,3.857,4,4,3.667,2,2,4,4,4,4,4,3,3,3,3,4,3,3,3,3,2,2,3,1,1,1,2,3,4,4,3,4,3,4,3,3,3,2,3,3,3,3,3,3,3,4,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,3
"1164",1,46,4,2,2,2,4,1,4,3.333,3.333,2,2,3.8,3.714,3,3.6,2,2,2,4,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,1,1,1,4,4,4,4,2,4,4,2,2,2,2,2,2,2,3,4,4,4,4,4,4,4,4,3,4,3,3,3,3,4,4,1,5,4,2,2,2
"1165",2,46,4,2.71428571428571,3.25,2,4,1,4.5,4,4,3,3.667,4,4.857,5,3.8,2.667,1,1,4,4,4,5,4,3,4,4,4,4,4,2,3,4,2,2,2,1,1,1,5,4,4,4,4,4,4,4,3,3,3,3,4,4,4,4,4,4,4,5,5,5,5,5,5,4,5,5,5,5,4,2,4,4,4,2,2
"1166",2,46,4,2,2,2,3.75,3,4,4,3.333,4,3,3.8,4,4,3.4,2.667,2,2,4,4,4,4,4,4,4,4,3,4,2,2,2,2,2,2,2,3,3,3,4,4,4,4,4,3,4,3,4,4,4,3,3,3,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,5,3,3,3,3,2,3,3
"1167",2,46,4,1.42857142857143,1.5,1.33333333333333,3.75,2.333,3,4.333,3.333,3.333,4,4.6,4.571,2,3.4,2.333,1,1,4,5,4,4,3,4,3,4,4,4,1,1,1,3,2,1,1,2,2,3,3,3,4,4,5,4,3,3,4,3,3,4,4,4,4,5,4,5,5,5,5,4,4,4,5,5,2,2,2,4,3,3,4,3,1,3,3
"1168",2,46,4,2.42857142857143,2.75,2,4.5,3.333,3.5,3,3.333,4,1.333,2.8,3.571,3,3.8,3.667,1,1,4,4,4,4,4,4,4,5,4,5,2,3,2,4,2,2,2,2,4,4,4,3,3,3,3,4,3,3,4,4,4,1,1,2,3,3,2,3,3,4,4,3,4,4,3,3,3,3,3,3,4,4,4,4,3,4,4
"1169",2,46,4.167,1.28571428571429,1.25,1.33333333333333,4,1.333,5,5,4.667,5,2.333,4.6,5,3.333,4.6,1,1,1,4,4,4,5,4,4,3,4,4,5,1,1,1,2,1,1,2,2,1,1,5,5,5,5,5,4,5,5,5,5,5,2,2,3,5,4,4,5,5,5,5,5,5,5,5,5,4,3,3,5,4,5,5,4,1,1,1
"1170",2,46,4.167,2.14285714285714,2.25,2,4.25,1.333,4,4.333,4,5,3.667,4.4,5,3.333,4.2,3.333,1,2,4,5,4,5,4,3,4,3,5,5,2,2,2,3,1,2,3,2,1,1,4,4,5,4,4,4,4,4,5,5,5,4,3,4,4,5,3,5,5,5,5,5,5,5,5,5,3,3,4,5,4,4,4,4,3,4,3
"1171",2,46,4.167,1.28571428571429,1.25,1.33333333333333,3.75,3,4,4.667,5,2,3.333,3.8,4.143,5,4.8,1,2,1,4,4,4,5,4,4,3,4,4,4,2,1,1,1,1,2,1,3,3,3,4,4,4,5,5,5,5,5,2,2,2,4,3,3,3,4,3,5,4,4,4,3,5,4,5,4,5,5,5,5,4,5,5,5,1,1,1
"1172",2,46,4.167,2.28571428571429,2.5,2,3.25,2,4,4,4,4,4,4,5,3.333,4,2,1,1,4,4,4,4,5,4,2,4,4,3,3,3,2,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,3,3,4,4,4,4,4,4,2,2,2
"1173",2,46,4.167,1.28571428571429,1.5,1,4.25,1,3.5,3.667,3.333,4,3.667,4,4.571,4,4.4,2,2,1,4,5,4,4,4,4,4,4,5,4,2,1,1,2,1,1,1,1,1,1,3,4,4,3,4,4,3,3,4,4,4,4,3,4,4,4,4,4,4,5,5,4,5,4,5,4,4,4,4,4,4,4,5,5,1,4,1
"1174",2,46,4.167,1.57142857142857,1.5,1.66666666666667,4,1.333,4,4.333,3,3.333,2,4.8,4.286,4.333,3.6,1.333,2,2,4,4,4,4,5,4,3,4,4,5,1,1,2,2,2,2,1,2,1,1,4,4,4,4,5,3,3,3,3,3,4,2,2,2,5,5,4,5,5,5,4,4,5,4,5,3,5,4,4,4,3,4,4,3,2,1,1
"1175",2,46,4.167,2.14285714285714,2.5,1.66666666666667,3.25,2,3,2.667,3,4,3.333,3.8,3.857,3.333,3.2,2.667,1,2,4,5,4,4,5,3,3,3,4,3,3,2,2,3,2,2,1,2,2,2,3,3,3,2,3,3,3,3,4,4,4,3,3,4,4,4,4,3,4,4,4,3,4,4,4,4,4,3,3,4,3,3,3,3,2,3,3
"1176",2,46,4.167,2.14285714285714,2,2.33333333333333,5,5,1.5,2.333,4.667,3.333,2.333,4,4.857,3,3,3,1,1,4,4,5,4,5,3,5,5,5,5,1,1,3,3,2,2,3,5,5,5,2,1,3,2,2,5,5,4,4,3,3,2,2,3,3,5,3,5,4,5,4,5,5,5,5,5,3,2,4,4,2,3,3,3,3,3,3
"1177",2,46,4.167,2.85714285714286,3.25,2.33333333333333,4,1.667,3,3.333,5,2.333,1,1.8,3,3,2.8,5,1,1,4,5,5,4,4,3,5,3,4,4,3,3,3,4,2,2,3,2,2,1,3,3,4,3,3,5,5,5,2,2,3,1,1,1,3,1,3,1,1,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,5,5,5
"1178",2,46,4.167,2.71428571428571,4,1,4.5,1,1,2,3.333,2,2,3.2,3.429,3,2.6,4.333,1,2,4,4,4,5,3,5,4,4,5,5,5,4,3,4,1,1,1,1,1,1,1,1,4,1,1,4,3,3,3,1,2,1,2,3,3,3,3,4,3,4,4,3,4,4,4,1,2,3,4,4,2,2,3,2,4,5,4
"1179",2,46,4.333,2.42857142857143,3.25,1.33333333333333,4.75,1,5,5,4.333,4.667,4,5,5,4.333,4.4,5,1,1,4,4,5,4,5,4,5,5,5,4,4,3,3,3,1,1,2,1,1,1,5,5,5,5,5,4,5,4,5,4,5,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,5,5,4,4,4,5,5,5
"1180",2,46,4.333,1.85714285714286,2.25,1.33333333333333,4.5,1,4.5,4.333,4.667,3.333,3.333,4.8,4.714,3.667,4.4,3.667,1,2,4,4,5,4,5,4,4,5,4,5,2,2,2,3,1,1,2,1,1,1,4,5,5,4,4,5,4,5,3,3,4,4,3,3,5,5,4,5,5,5,5,5,5,4,5,4,4,3,4,4,4,4,5,5,3,4,4
"1181",2,46,4.333,2,2,2,4.5,3,5,3.333,4,4,4,4,4.429,4,3.6,2,1,1,4,4,4,5,5,4,4,5,5,4,2,2,2,2,2,2,2,4,3,2,5,5,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,5,5,4,4,4,4,5,4,4,4,4,4,2,4,4,2,2,2
"1182",2,46,4.333,2.28571428571429,2.25,2.33333333333333,3.75,1.333,3.5,4,3.667,3.667,3.667,4.4,5,4,3.8,3,1,1,4,4,4,5,5,4,3,4,4,4,2,2,3,2,3,2,2,2,1,1,3,4,4,4,4,4,3,4,4,4,3,4,4,3,4,5,4,4,5,5,5,5,5,5,5,5,4,4,4,5,5,4,2,3,3,3,3
"1183",2,46,4.333,3.28571428571429,3.5,3,4.75,4.333,4,3.333,4,3,4,4.2,4.714,3.667,4,5,1,1,4,5,5,4,4,4,5,5,4,5,4,4,3,3,3,3,3,3,5,5,4,4,4,3,3,4,4,4,3,3,3,4,4,4,4,4,4,4,5,5,5,4,5,5,5,4,4,3,4,4,4,4,4,4,5,5,5
"1184",2,46,4.333,2.71428571428571,4,1,4.5,1.333,2.5,2.333,4,3.667,2,4.6,3.286,2.667,3.6,4.667,2,1,4,5,5,4,4,4,4,5,5,4,4,4,4,4,1,1,1,2,1,1,3,2,2,2,3,4,4,4,4,4,3,2,2,2,4,4,5,5,5,3,4,4,4,2,3,3,2,2,4,3,4,4,4,3,4,5,5
"1185",1,46,4.5,1.85714285714286,2.5,1,3.5,1,4.5,3.667,5,4.333,4.333,5,4.714,5,4.8,2,2,1,4,5,5,4,5,4,3,4,4,3,3,2,1,4,1,1,1,1,1,1,4,5,5,5,1,5,5,5,4,4,5,4,5,4,5,5,5,5,5,5,5,4,5,5,5,4,5,5,5,5,4,5,5,5,1,3,2
"1186",2,46,4.5,2.28571428571429,3.25,1,5,1,4,3.667,4.333,5,3.333,5,5,4,5,4.333,1,1,4,5,5,5,4,4,5,5,5,5,3,3,3,4,1,1,1,1,1,1,4,4,5,3,3,5,5,3,5,5,5,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,4,5,4
"1187",2,46,4.5,1.57142857142857,2,1,4.5,1,5,5,5,2,4,4.4,5,3.667,4.4,3.333,2,1,4,4,5,5,5,4,4,4,5,5,2,2,2,2,1,1,1,1,1,1,5,5,5,5,5,5,5,5,2,2,2,4,4,4,4,5,4,4,5,5,5,5,5,5,5,5,5,2,4,4,5,5,4,4,4,4,2
"1188",2,46,4.5,3.28571428571429,4,2.33333333333333,5,1.667,3.5,5,4,2.667,4.333,3.8,4.857,4,4.8,5,1,1,4,5,5,4,5,4,5,5,5,5,4,4,4,4,2,2,3,3,1,1,3,4,5,5,5,4,4,4,2,3,3,5,5,3,4,4,3,4,4,5,4,5,5,5,5,5,4,4,4,5,4,5,5,5,5,5,5
"1189",2,46,4.5,2,2.25,1.66666666666667,4.75,1,4,3.667,4,4,3.667,4.2,3.714,3.333,3,4.667,1,1,4,5,4,4,5,5,5,5,4,5,2,2,1,4,1,1,3,1,1,1,4,4,4,4,3,5,5,2,4,4,4,4,4,3,4,4,5,4,4,4,4,4,3,4,4,3,2,3,5,3,3,3,3,3,4,5,5
"1190",2,46,4.5,1.71428571428571,2,1.33333333333333,3.75,4.333,3,3,4,2,3,3,3.429,3.333,2.8,2.667,2,2,4,5,5,5,4,4,3,3,4,5,2,2,2,2,1,1,2,3,5,5,3,3,3,3,3,4,4,4,1,2,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,3,3,3,4,3,3,2,3,3,3,3,2
"1191",2,46,4.667,1.71428571428571,2.25,1,4.5,1,3.5,4,4,3,4,4.2,4.857,3.333,3.8,4.333,2,2,4,5,5,5,5,4,4,4,5,5,3,2,2,2,1,1,1,1,1,1,3,4,4,4,4,4,4,4,3,3,3,4,4,4,4,4,5,5,3,5,5,5,5,5,4,5,4,2,4,5,4,3,4,3,5,5,3
"1192",2,46,4.833,2,2,2,4.25,2.333,5,3.333,4,4,4,4.6,4.286,4,4.2,3,1,1,4,5,5,5,5,5,4,4,5,4,2,2,2,2,2,2,2,3,2,2,5,5,2,4,4,4,3,5,4,4,4,4,4,4,5,5,4,4,5,5,4,3,4,5,4,5,4,4,4,4,4,4,4,5,3,2,4
"1193",2,46,3.667,1.14285714285714,1,1.33333333333333,4.5,1,3.5,3.333,4,3.333,4,5,5,3.333,3.4,2.333,1,2,5,5,4,3,3,2,4,4,5,5,1,1,1,1,1,1,2,1,1,1,3,4,4,3,3,4,4,4,4,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,3,4,3,3,4,3,2,2,3
"1194",2,46,4.167,2.71428571428571,4,1,4.75,1,4.5,4,3,5,4.333,5,2.286,5,4.8,4.333,1,1,5,5,3,4,5,3,4,5,5,5,4,5,3,4,1,1,1,1,1,1,4,5,2,5,5,3,3,3,5,5,5,4,4,5,5,5,5,5,5,1,1,3,1,2,5,3,5,5,5,4,5,5,5,5,5,5,3
"1195",2,46,4.167,2,2.5,1.33333333333333,4.75,3,4,4,4.667,2.667,4,4.6,4.714,4.333,4.8,5,2,1,5,5,4,4,4,3,5,4,5,5,3,1,3,3,1,1,2,2,3,4,4,4,4,4,4,5,4,5,2,2,4,4,4,4,4,5,5,5,4,5,5,4,5,5,5,4,4,4,5,5,5,5,5,4,5,5,5
"1196",2,46,4.333,2.14285714285714,2,2.33333333333333,5,2,5,4,5,4,3.667,4,4,3,3.8,2,NA,NA,5,5,4,4,4,4,5,5,5,5,2,2,2,2,3,2,2,2,2,2,5,5,4,4,4,5,5,5,4,4,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,4,4,3,2,2,2
"1197",2,46,4.333,1.57142857142857,2,1,4.75,1,4.5,4,3,4,5,3,2.857,3.333,3,2,2,1,5,4,5,5,5,2,5,5,4,5,2,2,2,2,1,1,1,1,1,1,4,5,4,4,4,3,3,3,4,4,4,5,5,5,3,3,3,3,3,3,3,2,3,2,3,4,3,3,4,3,3,2,4,3,2,2,2
"1198",1,46,4.5,1.57142857142857,1.75,1.33333333333333,4.5,1.667,3.5,2.333,3.667,3.667,3.333,3.6,4.571,3.667,3.6,3.667,1,2,5,5,5,5,4,3,4,4,5,5,3,2,1,1,1,1,2,2,2,1,4,3,3,3,1,3,4,4,3,4,4,3,4,3,4,4,4,3,3,5,5,4,5,4,5,4,4,3,4,4,3,4,4,3,4,4,3
"1199",2,46,4.5,2.28571428571429,3.25,1,5,1,4,3.667,4,3.333,4,5,5,3.667,3.2,3.333,2,1,5,5,5,4,4,4,5,5,5,5,4,4,2,3,1,1,1,1,1,1,4,4,4,3,4,4,4,4,4,3,3,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,4,5,1,1,3,4,3
"1200",2,46,4.5,2,2,2,4,2,4,3.667,3.333,4,3.333,4,3.857,3.667,3.6,2.667,2,1,5,5,5,4,4,4,4,4,4,4,2,2,2,2,2,2,2,2,2,2,4,4,3,4,4,3,3,4,4,4,4,4,3,3,4,4,4,4,4,4,3,4,4,4,4,4,3,4,4,4,4,3,3,4,3,3,2
"1201",2,46,4.5,1.14285714285714,1.25,1,4.75,1,3,2.667,4,4.333,2,5,4.571,3.667,3.8,3.667,2,1,5,5,5,4,4,4,5,5,5,4,1,1,1,2,1,1,1,1,1,1,3,3,4,2,2,4,4,4,5,4,4,2,2,2,5,5,5,5,5,5,5,5,5,5,5,2,3,4,4,4,4,3,4,4,4,4,3
"1202",2,46,4.667,1,1,1,5,1,4,4.667,4.667,4,4.333,5,5,4.667,5,3.333,2,2,5,5,5,5,5,3,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,4,4,5,5,5,4,5,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,5,5,3,4,3
"1203",2,46,4.667,1.71428571428571,2.25,1,5,1,4.5,4,4.333,4.667,3.333,5,5,3.667,5,3.667,2,1,5,5,5,5,5,3,5,5,5,5,3,2,1,3,1,1,1,1,1,1,5,4,4,4,4,4,4,5,5,4,5,3,3,4,5,5,5,5,5,5,5,5,5,5,5,5,4,3,4,5,5,5,5,5,2,5,4
"1204",2,46,4.667,2,2,2,5,1.667,3,2.667,3.333,3,4,3.4,2.714,2,3.6,2.667,2,1,5,4,4,5,5,5,5,5,5,5,2,2,2,2,2,2,2,2,2,1,3,3,2,3,3,3,4,3,3,3,3,4,4,4,3,4,3,3,4,3,2,2,3,3,3,3,2,2,2,4,3,3,4,4,2,4,2
"1205",2,46,4.833,2,2.5,1.33333333333333,5,3,5,5,5,4.333,2,5,5,2.667,3.2,3.667,2,2,5,5,5,5,5,4,5,5,5,5,3,2,2,3,1,1,2,3,5,1,5,5,5,5,5,5,5,5,5,4,4,1,1,4,5,5,5,5,5,5,5,5,5,5,5,5,2,2,4,5,2,3,4,2,3,4,4
"1206",2,46,4.833,1.14285714285714,1,1.33333333333333,5,1,4,3.667,4,4,3.667,3.8,4.286,3.333,3.2,4.667,2,1,5,5,5,5,5,4,5,5,5,5,1,1,1,1,1,1,2,1,1,1,4,4,4,3,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,5,4,4,5,4,4,4,4,3,3,3,4,1,4,4,5,4,5
"1207",2,46,4.833,2.14285714285714,2.25,2,5,1.667,3.5,3,4,4,4,4,4,3,3.8,2.333,1,1,5,5,4,5,5,5,5,5,5,5,2,3,2,2,2,2,2,2,1,2,3,4,3,3,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,4,4,3,4,4,3,2,2
"1208",2,46,5,1.28571428571429,1.5,1,4.75,1,5,5,5,5,5,5,5,5,5,3.667,1,2,5,5,5,5,5,5,5,5,4,5,2,2,1,1,1,1,1,1,1,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,2,5,4
"1209",2,46,5,2,2.75,1,5,1,3.5,4.667,5,4.333,5,5,5,4.667,4.8,3.333,2,1,5,5,5,5,5,5,5,5,5,5,3,2,3,3,1,1,1,1,1,1,4,3,5,4,5,5,5,5,4,4,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,4,5,5,5,5,4,5,5,1,5,4
"1210",2,46,5,1.57142857142857,1.25,2,5,3,5,4.667,4.667,4,4.667,4.8,4.857,4.667,4.6,1.667,2,2,5,5,5,5,5,5,5,5,5,5,1,1,1,2,2,2,2,3,3,3,5,5,5,4,5,4,5,5,4,4,4,5,5,4,5,5,4,5,5,5,5,5,5,4,5,5,5,4,5,4,5,5,5,4,1,2,2
"1211",2,46,5,2.28571428571429,3,1.33333333333333,5,1,4.5,3.667,5,5,4.667,5,5,4,4.2,4.667,2,1,5,5,5,5,5,5,5,5,5,5,4,4,3,1,1,1,2,1,1,1,4,5,4,3,4,5,5,5,5,5,5,5,4,5,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,5,5,2,4,5,5,5,4
"1212",2,46,5,1,1,1,4.75,1,5,4.667,3.667,5,3.667,4.2,5,4.667,4.6,1.667,1,1,5,5,5,5,5,5,5,5,5,4,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,3,5,3,5,5,5,4,3,4,5,5,1,5,5,5,5,5,5,5,5,5,5,4,5,5,5,3,5,5,3,1,1
"1213",2,46,5,1,1,1,5,1,4,3.333,4,5,4,4.8,4.714,4.667,5,3.333,2,2,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,4,5,2,3,4,4,4,5,5,5,4,4,4,4,5,5,5,5,5,5,5,5,4,5,4,5,4,5,5,5,5,5,5,4,4,2
"1214",2,46,5,2.14285714285714,2.75,1.33333333333333,5,1,4,4.667,5,5,2,5,4.857,3,4.4,4,2,1,5,5,5,5,5,5,5,5,5,5,3,3,3,2,1,1,2,1,1,1,4,4,4,5,5,5,5,5,5,5,5,2,1,3,5,5,5,5,5,5,5,5,5,5,5,4,3,3,3,2,5,5,5,5,4,5,3
"1215",2,46,5,1,1,1,5,1,4,3,2,4,2.333,5,5,3.667,4.6,3.667,2,1,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,2,2,2,4,4,4,2,2,3,5,5,5,5,5,5,5,5,5,5,5,5,3,4,4,4,5,4,5,5,3,4,4
"1216",2,46,5,1.57142857142857,1.75,1.33333333333333,4.75,1.333,4,3,3.667,3,3,3.6,3.714,4,4,3,NA,NA,5,5,5,5,5,5,4,5,5,5,2,2,2,1,1,1,2,2,1,1,4,4,3,3,3,4,3,4,3,3,3,2,4,3,4,3,4,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,4,4,3,3,3
"1217",2,46,5,2.14285714285714,2,2.33333333333333,5,1,3,3.667,3.333,2,3.667,2.6,3.143,3.667,2.6,2,NA,NA,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,1,5,1,1,1,5,1,1,5,5,4,2,4,4,1,1,4,4,3,4,3,1,1,4,4,4,1,4,2,4,3,3,4,4,2,2,4,3,2,2,2,2
"1218",2,47,2,2.85714285714286,3.5,2,3.25,5,2.5,1,4,4,4,4.6,4.143,3.333,3,2,2,1,2,2,2,1,2,3,3,3,3,4,3,3,4,4,2,2,2,5,5,5,2,3,1,1,1,4,4,4,4,4,4,4,4,4,5,4,4,5,5,4,5,4,4,4,4,4,3,4,3,3,1,4,3,4,2,2,2
"1219",2,47,2.5,3.57142857142857,3.75,3.33333333333333,4,3,3,2.333,2,4,3.333,2,2.571,3,2,3,2,1,2,2,2,1,4,4,4,4,4,4,2,5,5,3,4,4,2,3,3,3,3,3,3,2,2,2,2,2,4,4,4,4,3,3,2,2,2,2,2,3,4,2,2,2,3,2,3,3,3,3,3,1,1,2,2,4,3
"1220",2,47,2.667,3.42857142857143,3,4,3,4,4,2.333,1,4,4,3,3.286,3.333,3.6,2,1,1,2,2,2,4,4,2,2,2,4,4,2,2,4,4,4,4,4,4,4,4,4,4,2,2,3,1,1,1,4,4,4,4,4,4,2,2,4,4,3,4,4,3,4,2,2,4,4,3,3,4,4,2,4,4,2,2,2
"1221",2,47,3,3.85714285714286,3.75,4,3.75,5,1.5,1,2,2.667,2,1.4,2.571,2,2.4,3.333,NA,NA,2,4,3,1,4,4,4,4,3,4,4,3,4,4,5,5,2,5,5,5,2,1,1,1,1,2,2,2,3,3,2,2,1,3,1,1,1,2,2,4,4,1,4,1,2,2,2,1,3,3,1,3,3,2,4,3,3
"1222",2,47,2.5,3.71428571428571,4,3.33333333333333,3.75,2.667,2,3.333,3.333,1,4,2.6,4,2,3.2,3.667,2,1,3,3,2,2,4,1,4,3,4,4,4,4,4,4,2,4,4,4,2,2,2,2,2,4,4,3,4,3,1,1,1,4,4,4,2,2,3,3,3,4,4,4,4,4,4,4,2,2,2,2,4,4,4,2,4,3,4
